Author Name,ORCID ID,Title,DOI,Year,Citations,Research Method
Geoff M. Boucher,http://orcid.org/0000-0002-2768-9958,The Specificity of Fantasy and the “Affective Novum”: A Theory of a Core Subset of Fantasy Literature,10.3390/literature4020008,2024,0,Survey
Laura Zander,http://orcid.org/0000-0002-1111-1537,"Editors’ Introduction: Fictions in Law, Literature, and Philosophy",10.1080/1535685x.2024.2354019,2024,0,Unknown Method
Nursan Celik,No ORCID,"Editors’ Introduction: Fictions in Law, Literature, and Philosophy",10.1080/1535685x.2024.2354019,2024,0,Unknown Method
Constantin Luft,http://orcid.org/0000-0002-8882-5669,"Editors’ Introduction: Fictions in Law, Literature, and Philosophy",10.1080/1535685x.2024.2354019,2024,0,Unknown Method
Saeideh Sobhaninia,http://orcid.org/0000-0003-1425-3060,The Social Cohesion Measures Contributing to Resilient Disaster Recovery: A Systematic Literature Review,10.1177/08854122241238196,2024,0,Unknown Method
Jia Wei Lim,http://orcid.org/0000-0001-9097-0729,The Malaysian Higher Education Certificate “Literature in English” curriculum,10.4324/9781003205937-10,2024,0,Unknown Method
Marie Smith,http://orcid.org/0000-0002-2119-8357,"Open research case study - Literature (Modern Language, Literature and Linguistics)",10.31219/osf.io/zghv9,2022,0,Case study
Roland Végső,http://orcid.org/0000-0003-2758-2824,Resisting World Literature,10.1163/24056480-00704003,2022,0,Theoretical
Sarah Covington,http://orcid.org/0000-0001-9768-5656,Towards a new “folkloric turn” in the literature of early modern<scp>Ireland</scp>,10.1111/lic3.12497,2018,0,Survey
Jia Wei Lim,http://orcid.org/0000-0001-9097-0729,explorations of phase three “Literature in English” (1999–2012),10.4324/9781003205937-9,2024,0,Unknown Method
Martin Paul Eve,http://orcid.org/0000-0002-5589-8511,"My new book, Literature Against Criticism, is published today",10.59348/mhhn8-37692,2016,0,Unknown Method
Theo D'haen,http://orcid.org/0000-0001-5931-6139,World Literature in European Academe,10.4324/9781003366713-6,2024,0,Unknown Method
Jia Wei Lim,http://orcid.org/0000-0001-9097-0729,explorations of phase four “Literature in English” (2012–2020),10.4324/9781003205937-12,2024,0,Unknown Method
Daniel Purdy,http://orcid.org/0009-0006-0323-3418,World Literature and Defeat,10.1080/00168890.2023.2295462,2024,0,Unknown Method
Alicja Wang,http://orcid.org/0000-0003-3185-5012,<i>Comparative Children’s Literature: Comparative Study of Slovene Children’s Literature in an International Context</i> by Milena Mileva Blažić,10.3366/ircl.2023.0536,2023,0,Unknown Method
Haifeng Hui,http://orcid.org/0000-0002-5039-8729,Editorial: Asian Voices in Children's Literature,10.3366/ircl.2022.0425,2022,0,Unknown Method
Theo D'haen,http://orcid.org/0000-0001-5931-6139,World Literature and Planetary Materialities,10.4324/9781003366713-11,2024,0,Unknown Method
 ,No ORCID,Linguistics &amp; Literature: A Coursebook,10.21070/2020/978-623-6833-16-2,2020,0,Unknown Method
Vidya Mandarani,http://orcid.org/0000-0002-0242-0717,Linguistics &amp; Literature: A Coursebook,10.21070/2020/978-623-6833-16-2,2020,0,Unknown Method
Andrew Bennett,http://orcid.org/0000-0001-9748-9647,Studying literature,10.4324/9781003301363-1,2023,0,Unknown Method
Nicholas Royle,http://orcid.org/0000-0002-9130-3124,Studying literature,10.4324/9781003301363-1,2023,0,Unknown Method
Megan E. Fourqurean,http://orcid.org/0000-0002-3795-2772,Agential realism and trans-corporeality in contemporary South Asian literature,10.1177/00219894211064301,2022,1,Unknown Method
Chukwunonso Ezeiyoke,http://orcid.org/0000-0002-9621-1341,Beyond postcolonial Gothic in African literature,10.1080/21674736.2022.2128269,2022,2,Unknown Method
Lin Song,http://orcid.org/0000-0002-5517-7810,Reading <i>Undoing Gender</i> in East–West Comparative Literature,10.1080/25723618.2017.1387981,2017,0,Unknown Method
Renan Porto,http://orcid.org/0000-0002-0306-5753,A Court in the Backlands: A Nomadic Justice in Brazilian Literature,10.1080/1535685x.2022.2143078,2022,0,Unknown Method
Tom Chadwick,No ORCID,"Politics of Literature, Politics of the Archive",10.1080/10436928.2020.1747183,2020,1,Unknown Method
Pieter Vermeulen,http://orcid.org/0000-0003-1992-1646,"Politics of Literature, Politics of the Archive",10.1080/10436928.2020.1747183,2020,1,Unknown Method
Jonathan Locke Hart,http://orcid.org/0000-0002-2518-5123,"Language, Literature, Culture and the Cold War",10.4324/9781003423096-6,2024,0,Unknown Method
Martin Paul Eve,http://orcid.org/0000-0002-5589-8511,Day 2 of Twenty-First-Century Literature Conference at Birkbeck,10.59348/ky9sg-8kb17,2012,0,Unknown Method
Martin Paul Eve,http://orcid.org/0000-0002-5589-8511,On responses and rebuttals in the discipline of English literature,10.59348/qfh45-dct22,2017,0,Unknown Method
Martin Paul Eve,http://orcid.org/0000-0002-5589-8511,Day 1 of Twenty-First-Century Literature Conference at Birkbeck,10.59348/t74c3-cbq74,2012,0,Unknown Method
Jonathan Locke Hart,http://orcid.org/0000-0002-2518-5123,"Hybrid Identity, Translation in Literature and Religion",10.4324/9781003423096-7,2024,0,Unknown Method
Zhenling Li,http://orcid.org/0000-0003-4408-0703,"Cross-culture, translation and post-aesthetics: Chinese online literature in/as world literature in the Internet era",10.31577/wls.2023.15.3.5,2023,0,Unknown Method
Radoslav Rusňák,http://orcid.org/0000-0002-7363-9847,From Literature “about Children” to Literature “for Children”,10.21066/carcl.libri.7.2.5,2019,0,Unknown Method
Joanna P. Ganning,http://orcid.org/0000-0002-8448-0288,What Can Community Benefits Agreements Learn from Allied Policies? Lessons from a Systematic Literature Review,10.1177/08854122241256388,2024,0,Unknown Method
Andrew Bennett,http://orcid.org/0000-0001-9748-9647,Thinking about literature,10.4324/9781003301363-9,2023,0,Unknown Method
Nicholas Royle,http://orcid.org/0000-0002-9130-3124,Thinking about literature,10.4324/9781003301363-9,2023,0,Unknown Method
Martin Paul Eve,http://orcid.org/0000-0002-5589-8511,Teaching Post-Millennial Literature: A HEA and University of Brighton Symposium,10.59348/kvrat-fds32,2012,0,Unknown Method
Xiaofei Shi,http://orcid.org/0000-0001-9759-9870,"Differences, Idiosyncrasies, and Shared Humanity: Reconceptualising Crossover Literature",10.3366/ircl.2022.0449,2022,2,Unknown Method
Yifeng Sun,http://orcid.org/0000-0002-6092-6185,Chinese Text and World Literature,10.4324/9781003368168-2,2022,0,Unknown Method
Adam Lovasz,http://orcid.org/0000-0003-1422-0381,Henri Bergson’s Haunted Epistemology: Consciousness Unframed,10.3390/literature3010005,2023,0,Unknown Method
Theo D'haen,http://orcid.org/0000-0001-5931-6139,World Literature as an American Pedagogical Construct,10.4324/9781003366713-5,2024,0,Unknown Method
Jia Wei Lim,http://orcid.org/0000-0001-9097-0729,Selecting a lens to explore Literature in English as a school subject,10.4324/9781003205937-2,2024,0,Unknown Method
Soledad Véliz,http://orcid.org/0000-0001-7143-420X,<i>Deleuze in Children's Literature.</i> Jane Newland,10.3366/ircl.2022.0452,2022,0,Unknown Method
Martin Paul Eve,http://orcid.org/0000-0002-5589-8511,Notes on Nicholas Gaskill's Chromographia: American Literature and the Modernization of Color,10.59348/z7e54-hkk77,2021,0,Unknown Method
Theo D'haen,http://orcid.org/0000-0001-5931-6139,"Asian, African, and Oceanian Perspectives on World Literature",10.4324/9781003366713-10,2024,0,Unknown Method
Thomas H. Ford,http://orcid.org/0000-0001-9267-1992,The Romanthropocene,10.1111/lic3.12464,2018,2,Unknown Method
Mina Kheirkhah Fogelberg,http://orcid.org/0000-0003-1100-6144,"“I know this language, that language, and my language”",10.1075/lcs.23029.khe,2024,0,Unknown Method
Johanita Kirsten,http://orcid.org/0000-0002-0541-5964,Pictures of Language: Language Metaphors in a Recent Language Policy Framework,10.1080/10228195.2023.2221834,2023,0,Unknown Method
Maartje De Meulder,http://orcid.org/0000-0001-7607-5314,Language diaries in the study of language use and language choice: the case of Flemish Sign Language and Scottish Gaelic,10.1080/09658416.2020.1781873,2020,3,Unknown Method
Ingeborg Birnie,No ORCID,Language diaries in the study of language use and language choice: the case of Flemish Sign Language and Scottish Gaelic,10.1080/09658416.2020.1781873,2020,3,Unknown Method
Raees Calafato,http://orcid.org/0000-0001-8222-6772,"Language aptitude and its links with metalinguistic knowledge, self-efficacy, anxiety, and language maintenance in multilingual language teachers",10.1080/09658416.2024.2337663,2024,1,Unknown Method
Samantha Rarrick,http://orcid.org/0000-0003-3067-1182,Tok Pisin metalanguage: why is Sinasina Sign Language not tok (‘language’)?,10.1016/j.langsci.2023.101611,2024,0,Unknown Method
Christina Hedman,http://orcid.org/0000-0001-8869-6687,Accommodating beginner language learners in level-based language introduction,10.1080/09658416.2024.2394664,2024,0,Unknown Method
Una Cunningham,http://orcid.org/0000-0003-2361-8690,Accommodating beginner language learners in level-based language introduction,10.1080/09658416.2024.2394664,2024,0,Unknown Method
Juan Jiménez-Salcedo,http://orcid.org/0000-0003-3674-2498,"Rights, language regimes, and language policy: An international perspective",10.7203/just.2.26544,2023,0,Unknown Method
Jacqueline Mowbray,http://orcid.org/0000-0002-2021-0596,"Rights, language regimes, and language policy: An international perspective",10.7203/just.2.26544,2023,0,Unknown Method
Nicola Daly,http://orcid.org/0000-0003-3548-0043,Children as Language Inquirers: Developing Language Awareness through Dual Language Picturebooks,10.52843/cassyni.1bhyht,2021,0,Unknown Method
Reza Ghafar Samar,http://orcid.org/0000-0002-6059-896X,Predictability of language death: Structural compatibility and language contact,10.1016/j.langsci.2017.02.003,2017,1,Unknown Method
Tej K. Bhatia,No ORCID,Predictability of language death: Structural compatibility and language contact,10.1016/j.langsci.2017.02.003,2017,1,Unknown Method
Fred Cummins,http://orcid.org/0000-0003-4722-723X,Language as a problem,10.1016/j.langsci.2021.101433,2021,4,Unknown Method
Kenneth McGill,http://orcid.org/0000-0002-2450-7194,"Language, labor and reification",10.1016/j.langsci.2020.101299,2020,0,Unknown Method
John C. Trueswell,http://orcid.org/0009-0008-5613-6341,Language acquisition and language processing: Finding new connections,10.1080/10489223.2023.2216689,2023,0,Unknown Method
Sean Pert,http://orcid.org/0000-0003-4231-7156,Differentiating language disorder from language difference,10.4324/9781003125563-3,2022,0,Unknown Method
Yan Cong,http://orcid.org/0000-0003-4571-9978,Demystifying large language models in second language development research,10.1016/j.csl.2024.101700,2025,0,Unknown Method
Xiaoyue Zhang,No ORCID,Enhancing dual language learners’ language learning through parent–teacher partnerships,10.1177/13621688241236286,2024,0,Qualitative
Lianjiang Jiang,http://orcid.org/0000-0002-6662-5332,Enhancing dual language learners’ language learning through parent–teacher partnerships,10.1177/13621688241236286,2024,0,Qualitative
Joseph Lo Bianco,http://orcid.org/0000-0003-1346-7892,Ideologies of sign language and their repercussions in language policy determinations,10.1016/j.langcom.2020.09.002,2020,9,Unknown Method
Ruriko Otomo,http://orcid.org/0000-0003-3002-8162,"Language Training as a Site of Language Policy Creation, Interpretation and Appropriation",10.1007/978-3-031-33234-0_5,2023,0,Unknown Method
Iñaki Martinez de Luna Pérez de Arriba,http://orcid.org/0000-0003-1121-9668,Language proficiency and language use in Basque as a first or second language,10.4324/9781003299547-7,2023,0,Unknown Method
Maialen Iñarra Arregi,http://orcid.org/0000-0003-4494-8947,Language proficiency and language use in Basque as a first or second language,10.4324/9781003299547-7,2023,0,Unknown Method
Pablo Suberbiola Unanue,No ORCID,Language proficiency and language use in Basque as a first or second language,10.4324/9781003299547-7,2023,0,Unknown Method
Peter Haslinger,http://orcid.org/0000-0002-5871-137X,Language conflicts and securitization in multilingual societies,10.1075/lplp.00088.has,2022,0,Theoretical
Sean Pert,http://orcid.org/0000-0003-4231-7156,Language assessment and intervention in home language,10.4324/9781003125563-6,2022,0,Unknown Method
Susanne Mohr,http://orcid.org/0000-0003-1483-0948,The Changing Dynamics of Language Use and Language Attitudes in Tanzania,10.1080/10228195.2018.1463281,2018,5,Unknown Method
Mostafa Papi,http://orcid.org/0000-0003-4309-0483,Proactive Language Learning Theory,10.1111/lang.12644,2024,2,Theoretical
Phil Hiver,http://orcid.org/0000-0002-2004-7960,Proactive Language Learning Theory,10.1111/lang.12644,2024,2,Theoretical
Jonathon Reinhardt,http://orcid.org/0000-0003-4571-7008,Chapter 9. Developing online language teacher identities,10.1075/lllt.57.09rei,2022,0,Unknown Method
Nivja H. de Jong,http://orcid.org/0000-0002-3680-3820,Book review: Routledge Handbook of Second Language Acquisition and Language Testing,10.1177/02655322231172105,2023,0,Unknown Method
Busani Maseko,http://orcid.org/0000-0002-9550-7968,The Influence of Kalanga Parents’ Language Ideologies on Children’s Language Practices,10.1080/10228195.2018.1496132,2018,10,Unknown Method
Davie Mutasa,No ORCID,The Influence of Kalanga Parents’ Language Ideologies on Children’s Language Practices,10.1080/10228195.2018.1496132,2018,10,Unknown Method
Ruth Fielding,http://orcid.org/0000-0003-3081-8893,Language teaching in monolingual policy settings: teacher views of successful language learning and effective language programmes,10.1080/09571736.2020.1762711,2020,9,Unknown Method
Xavier Gutiérrez,http://orcid.org/0000-0001-7175-529X,Implementation of task-based language teaching in a Spanish language program: Instructors’ and students’ perceptions,10.1177/13621688241263945,2024,0,"Qualitative, Quantitative"
Kenneth McGill,http://orcid.org/0000-0002-2450-7194,Language and economic value: A multimodal approach,10.1016/j.langsci.2022.101462,2022,0,Unknown Method
Phillip Mpofu,http://orcid.org/0000-0003-0186-740X,Interdisciplinarity and Indigenous Language Media: Understanding Language Choices in Zimbabwe’s Media,10.1080/10228195.2018.1441321,2018,3,Unknown Method
Abiodun Salawu,http://orcid.org/0000-0002-1687-4621,Interdisciplinarity and Indigenous Language Media: Understanding Language Choices in Zimbabwe’s Media,10.1080/10228195.2018.1441321,2018,3,Unknown Method
Hyunwoo Kim,http://orcid.org/0000-0003-4810-6333,"Crosslinguistic influence in bilingual morphosyntactic processing: Effects of language-common, language-contrasting, and language-specific information",10.1017/s1366728924000269,2024,0,Unknown Method
Stefanie Wulff,http://orcid.org/0000-0003-3245-6064,Particle Placement in Learner Language,10.1111/lang.12354,2019,14,Unknown Method
Stefan Th. Gries,http://orcid.org/0000-0002-6497-3958,Particle Placement in Learner Language,10.1111/lang.12354,2019,14,Unknown Method
Kathleen Bardovi-Harlig,http://orcid.org/0000-0003-4058-9318,"The relation of second language acquisition, instructed second language acquisition, and language teaching from the lens of second language tense-aspect",10.1017/s026144482200009x,2022,7,Unknown Method
Llorenç Comajoan-Colomé,http://orcid.org/0000-0001-9815-6748,"The relation of second language acquisition, instructed second language acquisition, and language teaching from the lens of second language tense-aspect",10.1017/s026144482200009x,2022,7,Unknown Method
Elma Blom,http://orcid.org/0000-0001-8984-3650,"A longitudinal study of Turkish-Dutch children’s language mixing in single-language settings: Language status, language proficiency, cognitive control and developmental language disorder",10.1016/j.cogdev.2024.101481,2024,0,Unknown Method
Gülşah Yazıcı,No ORCID,"A longitudinal study of Turkish-Dutch children’s language mixing in single-language settings: Language status, language proficiency, cognitive control and developmental language disorder",10.1016/j.cogdev.2024.101481,2024,0,Unknown Method
